image,labels
attributes/000016/original.png,attributes/000016/5_o_Clock_Shadow.png;attributes/000016/Bags_Under_Eyes.png;attributes/000016/Smiling.png
attributes/000017/original.png,attributes/000017/High_Cheekbones.png;attributes/000017/Mouth_Slightly_Open.png;attributes/000017/No_Beard.png;attributes/000017/Smiling.png
attributes/000018/original.png,attributes/000018/Arched_Eyebrows.png;attributes/000018/Big_Nose.png;attributes/000018/High_Cheekbones.png;attributes/000018/Mouth_Slightly_Open.png;attributes/000018/Narrow_Eyes.png;attributes/000018/No_Beard.png;attributes/000018/Pointy_Nose.png;attributes/000018/Rosy_Cheeks.png;attributes/000018/Smiling.png;attributes/000018/Wearing_Lipstick.png
attributes/000019/original.png,attributes/000019/Arched_Eyebrows.png;attributes/000019/No_Beard.png;attributes/000019/Wearing_Lipstick.png
attributes/000020/original.png,attributes/000020/Goatee.png;attributes/000020/Mouth_Slightly_Open.png;attributes/000020/Narrow_Eyes.png
attributes/000021/original.png,attributes/000021/Big_Nose.png;attributes/000021/Mouth_Slightly_Open.png;attributes/000021/No_Beard.png;attributes/000021/Smiling.png
attributes/000022/original.png,attributes/000022/Arched_Eyebrows.png;attributes/000022/Big_Lips.png;attributes/000022/No_Beard.png;attributes/000022/Rosy_Cheeks.png;attributes/000022/Wearing_Lipstick.png
attributes/000023/original.png,attributes/000023/5_o_Clock_Shadow.png;attributes/000023/Big_Nose.png;attributes/000023/Mouth_Slightly_Open.png;attributes/000023/Narrow_Eyes.png;attributes/000023/No_Beard.png;attributes/000023/Pointy_Nose.png;attributes/000023/Smiling.png
attributes/000024/original.png,attributes/000024/Arched_Eyebrows.png;attributes/000024/Big_Lips.png;attributes/000024/Mouth_Slightly_Open.png;attributes/000024/No_Beard.png;attributes/000024/Wearing_Lipstick.png
attributes/000025/original.png,attributes/000025/5_o_Clock_Shadow.png;attributes/000025/Bags_Under_Eyes.png;attributes/000025/Big_Nose.png
attributes/000026/original.png,attributes/000026/Big_Lips.png;attributes/000026/No_Beard.png;attributes/000026/Wearing_Lipstick.png
attributes/000027/original.png,attributes/000027/Arched_Eyebrows.png;attributes/000027/Big_Lips.png;attributes/000027/High_Cheekbones.png;attributes/000027/Mouth_Slightly_Open.png;attributes/000027/No_Beard.png;attributes/000027/Pointy_Nose.png;attributes/000027/Smiling.png;attributes/000027/Wearing_Lipstick.png
attributes/000028/original.png,attributes/000028/High_Cheekbones.png;attributes/000028/Mouth_Slightly_Open.png;attributes/000028/No_Beard.png;attributes/000028/Pointy_Nose.png;attributes/000028/Smiling.png;attributes/000028/Wearing_Lipstick.png
attributes/000029/original.png,attributes/000029/Arched_Eyebrows.png;attributes/000029/High_Cheekbones.png;attributes/000029/Mouth_Slightly_Open.png;attributes/000029/No_Beard.png;attributes/000029/Pointy_Nose.png;attributes/000029/Smiling.png;attributes/000029/Wearing_Lipstick.png
attributes/000030/original.png,attributes/000030/Bags_Under_Eyes.png;attributes/000030/Big_Nose.png;attributes/000030/No_Beard.png
attributes/000031/original.png,attributes/000031/Bags_Under_Eyes.png;attributes/000031/High_Cheekbones.png;attributes/000031/Mouth_Slightly_Open.png;attributes/000031/No_Beard.png;attributes/000031/Smiling.png
attributes/000032/original.png,attributes/000032/Bags_Under_Eyes.png;attributes/000032/Big_Nose.png;attributes/000032/Mouth_Slightly_Open.png;attributes/000032/No_Beard.png
attributes/000033/original.png,attributes/000033/No_Beard.png;attributes/000033/Smiling.png
attributes/000034/original.png,attributes/000034/Arched_Eyebrows.png;attributes/000034/No_Beard.png;attributes/000034/Pointy_Nose.png;attributes/000034/Wearing_Lipstick.png
attributes/000035/original.png,attributes/000035/Arched_Eyebrows.png;attributes/000035/Big_Lips.png;attributes/000035/High_Cheekbones.png;attributes/000035/No_Beard.png;attributes/000035/Wearing_Lipstick.png
attributes/000036/original.png,attributes/000036/Bags_Under_Eyes.png;attributes/000036/Big_Nose.png;attributes/000036/No_Beard.png
attributes/000037/original.png,attributes/000037/Big_Lips.png;attributes/000037/Big_Nose.png;attributes/000037/Bushy_Eyebrows.png
attributes/000038/original.png,attributes/000038/Bags_Under_Eyes.png;attributes/000038/Big_Nose.png;attributes/000038/High_Cheekbones.png;attributes/000038/Mouth_Slightly_Open.png;attributes/000038/No_Beard.png;attributes/000038/Smiling.png
attributes/000039/original.png,attributes/000039/Arched_Eyebrows.png;attributes/000039/Big_Lips.png;attributes/000039/High_Cheekbones.png;attributes/000039/Mouth_Slightly_Open.png;attributes/000039/No_Beard.png;attributes/000039/Pointy_Nose.png;attributes/000039/Smiling.png;attributes/000039/Wearing_Lipstick.png
attributes/000040/original.png,attributes/000040/No_Beard.png;attributes/000040/Wearing_Lipstick.png
attributes/000041/original.png,attributes/000041/5_o_Clock_Shadow.png;attributes/000041/High_Cheekbones.png;attributes/000041/Mouth_Slightly_Open.png;attributes/000041/Smiling.png
attributes/000042/original.png,attributes/000042/Arched_Eyebrows.png;attributes/000042/High_Cheekbones.png;attributes/000042/No_Beard.png;attributes/000042/Pointy_Nose.png;attributes/000042/Rosy_Cheeks.png;attributes/000042/Smiling.png;attributes/000042/Wearing_Lipstick.png
attributes/000043/original.png,attributes/000043/Arched_Eyebrows.png;attributes/000043/High_Cheekbones.png;attributes/000043/Mouth_Slightly_Open.png;attributes/000043/No_Beard.png;attributes/000043/Pointy_Nose.png;attributes/000043/Smiling.png;attributes/000043/Wearing_Lipstick.png
attributes/000044/original.png,attributes/000044/Bags_Under_Eyes.png;attributes/000044/Big_Lips.png;attributes/000044/Big_Nose.png;attributes/000044/Bushy_Eyebrows.png;attributes/000044/No_Beard.png;attributes/000044/Wearing_Lipstick.png
attributes/000045/original.png,attributes/000045/Arched_Eyebrows.png;attributes/000045/Big_Lips.png;attributes/000045/High_Cheekbones.png;attributes/000045/Mouth_Slightly_Open.png;attributes/000045/Narrow_Eyes.png;attributes/000045/No_Beard.png;attributes/000045/Smiling.png;attributes/000045/Wearing_Lipstick.png
attributes/000046/original.png,attributes/000046/Big_Lips.png;attributes/000046/High_Cheekbones.png;attributes/000046/Mouth_Slightly_Open.png;attributes/000046/No_Beard.png;attributes/000046/Pointy_Nose.png;attributes/000046/Smiling.png;attributes/000046/Wearing_Lipstick.png
attributes/000047/original.png,attributes/000047/Arched_Eyebrows.png;attributes/000047/Big_Lips.png;attributes/000047/Double_Chin.png;attributes/000047/High_Cheekbones.png;attributes/000047/Mouth_Slightly_Open.png;attributes/000047/Narrow_Eyes.png;attributes/000047/No_Beard.png;attributes/000047/Smiling.png;attributes/000047/Wearing_Lipstick.png
attributes/000048/original.png,attributes/000048/No_Beard.png
attributes/000049/original.png,attributes/000049/Pointy_Nose.png
attributes/000050/original.png,attributes/000050/Bushy_Eyebrows.png;attributes/000050/High_Cheekbones.png;attributes/000050/Mouth_Slightly_Open.png;attributes/000050/No_Beard.png;attributes/000050/Smiling.png
attributes/000051/original.png,attributes/000051/5_o_Clock_Shadow.png;attributes/000051/Bags_Under_Eyes.png;attributes/000051/Big_Nose.png;attributes/000051/Double_Chin.png
attributes/000052/original.png,attributes/000052/Bags_Under_Eyes.png;attributes/000052/Big_Nose.png;attributes/000052/Bushy_Eyebrows.png;attributes/000052/Double_Chin.png;attributes/000052/No_Beard.png
attributes/000053/original.png,attributes/000053/5_o_Clock_Shadow.png;attributes/000053/Big_Nose.png;attributes/000053/Eyeglasses.png
attributes/000054/original.png,attributes/000054/Arched_Eyebrows.png;attributes/000054/Bags_Under_Eyes.png;attributes/000054/Big_Lips.png;attributes/000054/Big_Nose.png;attributes/000054/High_Cheekbones.png;attributes/000054/Mouth_Slightly_Open.png;attributes/000054/Narrow_Eyes.png;attributes/000054/No_Beard.png;attributes/000054/Smiling.png;attributes/000054/Wearing_Lipstick.png
attributes/000055/original.png,attributes/000055/Bushy_Eyebrows.png;attributes/000055/High_Cheekbones.png;attributes/000055/No_Beard.png
attributes/000056/original.png,attributes/000056/Arched_Eyebrows.png;attributes/000056/Big_Lips.png;attributes/000056/No_Beard.png;attributes/000056/Wearing_Lipstick.png
attributes/000057/original.png,attributes/000057/Arched_Eyebrows.png;attributes/000057/No_Beard.png;attributes/000057/Wearing_Lipstick.png
attributes/000058/original.png,attributes/000058/Arched_Eyebrows.png;attributes/000058/No_Beard.png;attributes/000058/Wearing_Lipstick.png
attributes/000059/original.png,attributes/000059/No_Beard.png;attributes/000059/Wearing_Lipstick.png
attributes/000060/original.png,attributes/000060/Big_Lips.png;attributes/000060/Big_Nose.png;attributes/000060/Double_Chin.png;attributes/000060/Goatee.png;attributes/000060/High_Cheekbones.png;attributes/000060/Mouth_Slightly_Open.png
attributes/000061/original.png,attributes/000061/5_o_Clock_Shadow.png;attributes/000061/Bushy_Eyebrows.png;attributes/000061/Mouth_Slightly_Open.png;attributes/000061/No_Beard.png
attributes/000062/original.png,attributes/000062/No_Beard.png;attributes/000062/Smiling.png;attributes/000062/Wearing_Lipstick.png
attributes/000063/original.png,attributes/000063/Arched_Eyebrows.png;attributes/000063/High_Cheekbones.png;attributes/000063/Mouth_Slightly_Open.png;attributes/000063/No_Beard.png;attributes/000063/Rosy_Cheeks.png;attributes/000063/Smiling.png;attributes/000063/Wearing_Lipstick.png
attributes/000064/original.png,attributes/000064/5_o_Clock_Shadow.png;attributes/000064/Smiling.png
attributes/000065/original.png,attributes/000065/Mouth_Slightly_Open.png;attributes/000065/No_Beard.png;attributes/000065/Smiling.png
attributes/000066/original.png,attributes/000066/Arched_Eyebrows.png;attributes/000066/Bags_Under_Eyes.png;attributes/000066/Big_Nose.png;attributes/000066/High_Cheekbones.png;attributes/000066/Mouth_Slightly_Open.png;attributes/000066/Narrow_Eyes.png;attributes/000066/No_Beard.png;attributes/000066/Smiling.png;attributes/000066/Wearing_Lipstick.png
attributes/000067/original.png,attributes/000067/Bags_Under_Eyes.png;attributes/000067/Big_Nose.png;attributes/000067/No_Beard.png
attributes/000068/original.png,attributes/000068/Bags_Under_Eyes.png;attributes/000068/Big_Nose.png;attributes/000068/High_Cheekbones.png;attributes/000068/Mouth_Slightly_Open.png;attributes/000068/No_Beard.png;attributes/000068/Smiling.png
attributes/000069/original.png,attributes/000069/Bushy_Eyebrows.png;attributes/000069/No_Beard.png
attributes/000070/original.png,attributes/000070/High_Cheekbones.png;attributes/000070/Mouth_Slightly_Open.png;attributes/000070/No_Beard.png;attributes/000070/Smiling.png
attributes/000071/original.png,attributes/000071/High_Cheekbones.png;attributes/000071/No_Beard.png;attributes/000071/Pointy_Nose.png;attributes/000071/Smiling.png;attributes/000071/Wearing_Lipstick.png
attributes/000072/original.png,attributes/000072/Bags_Under_Eyes.png;attributes/000072/Big_Nose.png;attributes/000072/Bushy_Eyebrows.png;attributes/000072/Double_Chin.png;attributes/000072/High_Cheekbones.png;attributes/000072/Mouth_Slightly_Open.png;attributes/000072/Narrow_Eyes.png;attributes/000072/No_Beard.png;attributes/000072/Smiling.png
attributes/000073/original.png,attributes/000073/Mouth_Slightly_Open.png;attributes/000073/No_Beard.png;attributes/000073/Pointy_Nose.png;attributes/000073/Wearing_Lipstick.png
attributes/000074/original.png,attributes/000074/Arched_Eyebrows.png;attributes/000074/Big_Lips.png;attributes/000074/Mouth_Slightly_Open.png;attributes/000074/Narrow_Eyes.png;attributes/000074/No_Beard.png;attributes/000074/Wearing_Lipstick.png
attributes/000075/original.png,attributes/000075/Arched_Eyebrows.png;attributes/000075/Big_Lips.png;attributes/000075/No_Beard.png;attributes/000075/Pointy_Nose.png;attributes/000075/Rosy_Cheeks.png;attributes/000075/Wearing_Lipstick.png
attributes/000076/original.png,attributes/000076/Bags_Under_Eyes.png;attributes/000076/Smiling.png
attributes/000077/original.png,attributes/000077/Bushy_Eyebrows.png;attributes/000077/High_Cheekbones.png;attributes/000077/No_Beard.png;attributes/000077/Smiling.png;attributes/000077/Wearing_Lipstick.png
attributes/000078/original.png,attributes/000078/Arched_Eyebrows.png;attributes/000078/Big_Lips.png;attributes/000078/High_Cheekbones.png;attributes/000078/Mouth_Slightly_Open.png;attributes/000078/Narrow_Eyes.png;attributes/000078/No_Beard.png;attributes/000078/Pointy_Nose.png;attributes/000078/Wearing_Lipstick.png
attributes/000079/original.png,attributes/000079/No_Beard.png;attributes/000079/Pointy_Nose.png;attributes/000079/Smiling.png
attributes/000080/original.png,attributes/000080/Bags_Under_Eyes.png;attributes/000080/No_Beard.png;attributes/000080/Pointy_Nose.png
attributes/000081/original.png,attributes/000081/Big_Nose.png;attributes/000081/Bushy_Eyebrows.png;attributes/000081/High_Cheekbones.png;attributes/000081/Mouth_Slightly_Open.png;attributes/000081/No_Beard.png;attributes/000081/Smiling.png
attributes/000082/original.png,attributes/000082/5_o_Clock_Shadow.png;attributes/000082/Bags_Under_Eyes.png;attributes/000082/Big_Nose.png;attributes/000082/Smiling.png
attributes/000083/original.png,attributes/000083/Arched_Eyebrows.png;attributes/000083/High_Cheekbones.png;attributes/000083/No_Beard.png;attributes/000083/Smiling.png;attributes/000083/Wearing_Lipstick.png
attributes/000084/original.png,attributes/000084/No_Beard.png;attributes/000084/Wearing_Lipstick.png
attributes/000085/original.png,attributes/000085/Arched_Eyebrows.png;attributes/000085/High_Cheekbones.png;attributes/000085/No_Beard.png;attributes/000085/Rosy_Cheeks.png;attributes/000085/Wearing_Lipstick.png
attributes/000086/original.png,attributes/000086/Arched_Eyebrows.png;attributes/000086/Big_Lips.png;attributes/000086/No_Beard.png;attributes/000086/Wearing_Lipstick.png
attributes/000087/original.png,attributes/000087/Arched_Eyebrows.png;attributes/000087/Big_Lips.png;attributes/000087/High_Cheekbones.png;attributes/000087/Mouth_Slightly_Open.png;attributes/000087/No_Beard.png;attributes/000087/Pointy_Nose.png;attributes/000087/Smiling.png;attributes/000087/Wearing_Lipstick.png
attributes/000088/original.png,attributes/000088/No_Beard.png;attributes/000088/Wearing_Lipstick.png
attributes/000089/original.png,attributes/000089/Big_Lips.png;attributes/000089/No_Beard.png;attributes/000089/Pointy_Nose.png;attributes/000089/Wearing_Lipstick.png
attributes/000090/original.png,attributes/000090/No_Beard.png
attributes/000091/original.png,attributes/000091/Narrow_Eyes.png;attributes/000091/No_Beard.png
attributes/000092/original.png,attributes/000092/High_Cheekbones.png;attributes/000092/No_Beard.png;attributes/000092/Rosy_Cheeks.png;attributes/000092/Smiling.png;attributes/000092/Wearing_Lipstick.png
attributes/000093/original.png,attributes/000093/Big_Lips.png;attributes/000093/Eyeglasses.png;attributes/000093/No_Beard.png
attributes/000094/original.png,attributes/000094/Arched_Eyebrows.png;attributes/000094/High_Cheekbones.png;attributes/000094/Mouth_Slightly_Open.png;attributes/000094/No_Beard.png;attributes/000094/Pointy_Nose.png;attributes/000094/Smiling.png;attributes/000094/Wearing_Lipstick.png
attributes/000095/original.png,attributes/000095/No_Beard.png
attributes/000096/original.png,attributes/000096/Big_Lips.png;attributes/000096/No_Beard.png;attributes/000096/Wearing_Lipstick.png
attributes/000097/original.png,attributes/000097/Arched_Eyebrows.png;attributes/000097/Big_Lips.png;attributes/000097/Mouth_Slightly_Open.png;attributes/000097/No_Beard.png;attributes/000097/Pointy_Nose.png;attributes/000097/Wearing_Lipstick.png
attributes/000098/original.png,attributes/000098/Arched_Eyebrows.png;attributes/000098/Mouth_Slightly_Open.png;attributes/000098/No_Beard.png;attributes/000098/Wearing_Lipstick.png
attributes/000099/original.png,attributes/000099/High_Cheekbones.png;attributes/000099/Mouth_Slightly_Open.png;attributes/000099/No_Beard.png;attributes/000099/Rosy_Cheeks.png;attributes/000099/Smiling.png;attributes/000099/Wearing_Lipstick.png
attributes/000100/original.png,attributes/000100/Bags_Under_Eyes.png;attributes/000100/Big_Lips.png;attributes/000100/High_Cheekbones.png;attributes/000100/No_Beard.png;attributes/000100/Wearing_Lipstick.png
attributes/000101/original.png,attributes/000101/Arched_Eyebrows.png;attributes/000101/High_Cheekbones.png;attributes/000101/No_Beard.png;attributes/000101/Wearing_Lipstick.png
attributes/000102/original.png,attributes/000102/Pointy_Nose.png
attributes/000103/original.png,attributes/000103/Arched_Eyebrows.png;attributes/000103/Big_Lips.png;attributes/000103/No_Beard.png;attributes/000103/Wearing_Lipstick.png
attributes/000104/original.png,attributes/000104/Bags_Under_Eyes.png;attributes/000104/Big_Nose.png;attributes/000104/High_Cheekbones.png;attributes/000104/Mouth_Slightly_Open.png;attributes/000104/Narrow_Eyes.png;attributes/000104/No_Beard.png;attributes/000104/Smiling.png
attributes/000105/original.png,attributes/000105/No_Beard.png
attributes/000106/original.png,attributes/000106/Big_Lips.png;attributes/000106/High_Cheekbones.png;attributes/000106/Mouth_Slightly_Open.png;attributes/000106/No_Beard.png;attributes/000106/Pointy_Nose.png;attributes/000106/Rosy_Cheeks.png;attributes/000106/Smiling.png;attributes/000106/Wearing_Lipstick.png
attributes/000107/original.png,attributes/000107/Big_Lips.png;attributes/000107/High_Cheekbones.png;attributes/000107/Mouth_Slightly_Open.png;attributes/000107/No_Beard.png;attributes/000107/Pointy_Nose.png;attributes/000107/Smiling.png;attributes/000107/Wearing_Lipstick.png
attributes/000108/original.png,attributes/000108/Arched_Eyebrows.png;attributes/000108/High_Cheekbones.png;attributes/000108/Mouth_Slightly_Open.png;attributes/000108/No_Beard.png;attributes/000108/Pointy_Nose.png;attributes/000108/Rosy_Cheeks.png;attributes/000108/Smiling.png;attributes/000108/Wearing_Lipstick.png
attributes/000109/original.png,attributes/000109/Bags_Under_Eyes.png;attributes/000109/Goatee.png;attributes/000109/Mouth_Slightly_Open.png;attributes/000109/Mustache.png
attributes/000110/original.png,attributes/000110/Bags_Under_Eyes.png;attributes/000110/High_Cheekbones.png;attributes/000110/Mouth_Slightly_Open.png;attributes/000110/No_Beard.png;attributes/000110/Smiling.png
attributes/000111/original.png,attributes/000111/Big_Lips.png;attributes/000111/High_Cheekbones.png;attributes/000111/Mouth_Slightly_Open.png;attributes/000111/Narrow_Eyes.png;attributes/000111/No_Beard.png;attributes/000111/Smiling.png;attributes/000111/Wearing_Lipstick.png
attributes/000112/original.png,attributes/000112/High_Cheekbones.png;attributes/000112/Mouth_Slightly_Open.png;attributes/000112/No_Beard.png;attributes/000112/Rosy_Cheeks.png;attributes/000112/Smiling.png;attributes/000112/Wearing_Lipstick.png
attributes/000113/original.png,attributes/000113/5_o_Clock_Shadow.png;attributes/000113/High_Cheekbones.png;attributes/000113/Mouth_Slightly_Open.png;attributes/000113/No_Beard.png;attributes/000113/Smiling.png
attributes/000114/original.png,attributes/000114/Bags_Under_Eyes.png;attributes/000114/Big_Lips.png;attributes/000114/Big_Nose.png;attributes/000114/Bushy_Eyebrows.png;attributes/000114/Mouth_Slightly_Open.png;attributes/000114/No_Beard.png;attributes/000114/Smiling.png
attributes/000115/original.png,attributes/000115/No_Beard.png
attributes/000116/original.png,attributes/000116/Bags_Under_Eyes.png;attributes/000116/Big_Nose.png;attributes/000116/Bushy_Eyebrows.png;attributes/000116/High_Cheekbones.png;attributes/000116/Mouth_Slightly_Open.png;attributes/000116/No_Beard.png;attributes/000116/Smiling.png
attributes/000117/original.png,attributes/000117/Arched_Eyebrows.png;attributes/000117/Big_Lips.png;attributes/000117/Big_Nose.png;attributes/000117/Mouth_Slightly_Open.png;attributes/000117/No_Beard.png;attributes/000117/Pointy_Nose.png;attributes/000117/Wearing_Lipstick.png
attributes/000118/original.png,attributes/000118/High_Cheekbones.png;attributes/000118/No_Beard.png;attributes/000118/Pointy_Nose.png;attributes/000118/Smiling.png;attributes/000118/Wearing_Lipstick.png
attributes/000119/original.png,attributes/000119/Eyeglasses.png;attributes/000119/Pointy_Nose.png
attributes/000120/original.png,attributes/000120/Mouth_Slightly_Open.png;attributes/000120/No_Beard.png;attributes/000120/Pointy_Nose.png;attributes/000120/Smiling.png
attributes/000121/original.png,attributes/000121/Big_Lips.png;attributes/000121/High_Cheekbones.png;attributes/000121/No_Beard.png;attributes/000121/Pointy_Nose.png;attributes/000121/Smiling.png;attributes/000121/Wearing_Lipstick.png
attributes/000122/original.png,attributes/000122/Arched_Eyebrows.png;attributes/000122/Big_Lips.png;attributes/000122/Big_Nose.png;attributes/000122/High_Cheekbones.png;attributes/000122/No_Beard.png;attributes/000122/Smiling.png;attributes/000122/Wearing_Lipstick.png
attributes/000123/original.png,attributes/000123/Goatee.png
attributes/000124/original.png,attributes/000124/No_Beard.png;attributes/000124/Pointy_Nose.png
attributes/000125/original.png,attributes/000125/Bags_Under_Eyes.png;attributes/000125/Big_Nose.png;attributes/000125/Bushy_Eyebrows.png;attributes/000125/Double_Chin.png;attributes/000125/No_Beard.png;attributes/000125/Pointy_Nose.png;attributes/000125/Smiling.png
attributes/000126/original.png,attributes/000126/Arched_Eyebrows.png;attributes/000126/Big_Lips.png;attributes/000126/High_Cheekbones.png;attributes/000126/Mouth_Slightly_Open.png;attributes/000126/No_Beard.png;attributes/000126/Pointy_Nose.png;attributes/000126/Smiling.png;attributes/000126/Wearing_Lipstick.png
attributes/000127/original.png,attributes/000127/Bags_Under_Eyes.png;attributes/000127/Double_Chin.png;attributes/000127/High_Cheekbones.png;attributes/000127/Mouth_Slightly_Open.png;attributes/000127/No_Beard.png;attributes/000127/Pointy_Nose.png;attributes/000127/Smiling.png
attributes/000128/original.png,attributes/000128/Arched_Eyebrows.png;attributes/000128/Bags_Under_Eyes.png;attributes/000128/No_Beard.png
attributes/000129/original.png,attributes/000129/5_o_Clock_Shadow.png;attributes/000129/Bushy_Eyebrows.png;attributes/000129/Mouth_Slightly_Open.png;attributes/000129/Pointy_Nose.png;attributes/000129/Smiling.png
attributes/000130/original.png,attributes/000130/High_Cheekbones.png;attributes/000130/No_Beard.png;attributes/000130/Pointy_Nose.png;attributes/000130/Smiling.png
attributes/000131/original.png,attributes/000131/Big_Lips.png;attributes/000131/Bushy_Eyebrows.png;attributes/000131/High_Cheekbones.png;attributes/000131/Mouth_Slightly_Open.png;attributes/000131/No_Beard.png;attributes/000131/Smiling.png;attributes/000131/Wearing_Lipstick.png
attributes/000132/original.png,attributes/000132/Arched_Eyebrows.png;attributes/000132/Big_Nose.png;attributes/000132/Bushy_Eyebrows.png;attributes/000132/High_Cheekbones.png;attributes/000132/Mouth_Slightly_Open.png;attributes/000132/No_Beard.png;attributes/000132/Smiling.png;attributes/000132/Wearing_Lipstick.png
attributes/000133/original.png,attributes/000133/Arched_Eyebrows.png;attributes/000133/Big_Lips.png;attributes/000133/Big_Nose.png;attributes/000133/High_Cheekbones.png;attributes/000133/Mouth_Slightly_Open.png;attributes/000133/No_Beard.png;attributes/000133/Smiling.png;attributes/000133/Wearing_Lipstick.png
attributes/000134/original.png,attributes/000134/5_o_Clock_Shadow.png;attributes/000134/Bags_Under_Eyes.png;attributes/000134/Big_Lips.png;attributes/000134/Big_Nose.png;attributes/000134/High_Cheekbones.png;attributes/000134/Mouth_Slightly_Open.png;attributes/000134/Smiling.png
attributes/000135/original.png,attributes/000135/Bags_Under_Eyes.png;attributes/000135/Big_Nose.png;attributes/000135/Bushy_Eyebrows.png;attributes/000135/Double_Chin.png;attributes/000135/High_Cheekbones.png;attributes/000135/No_Beard.png;attributes/000135/Smiling.png
attributes/000136/original.png,attributes/000136/5_o_Clock_Shadow.png;attributes/000136/Bushy_Eyebrows.png;attributes/000136/Goatee.png;attributes/000136/Pointy_Nose.png
attributes/000137/original.png,attributes/000137/5_o_Clock_Shadow.png;attributes/000137/High_Cheekbones.png;attributes/000137/Mouth_Slightly_Open.png;attributes/000137/Smiling.png
attributes/000138/original.png,attributes/000138/5_o_Clock_Shadow.png;attributes/000138/Bags_Under_Eyes.png;attributes/000138/Big_Nose.png;attributes/000138/Double_Chin.png;attributes/000138/Mouth_Slightly_Open.png;attributes/000138/Smiling.png
attributes/000139/original.png,attributes/000139/Mouth_Slightly_Open.png;attributes/000139/No_Beard.png;attributes/000139/Smiling.png;attributes/000139/Wearing_Lipstick.png
attributes/000140/original.png,attributes/000140/Arched_Eyebrows.png;attributes/000140/No_Beard.png;attributes/000140/Wearing_Lipstick.png
attributes/000141/original.png,attributes/000141/Arched_Eyebrows.png;attributes/000141/High_Cheekbones.png;attributes/000141/Mouth_Slightly_Open.png;attributes/000141/No_Beard.png;attributes/000141/Pointy_Nose.png;attributes/000141/Wearing_Lipstick.png
attributes/000142/original.png,attributes/000142/Arched_Eyebrows.png;attributes/000142/Narrow_Eyes.png;attributes/000142/No_Beard.png;attributes/000142/Wearing_Lipstick.png
